Directory,Filename,CreateDate,GPSLatitude,GPSLongitude
/Users/eddiedickey/Flickr/2014,view-from-the-top_14587740542_o.jpg,,37.9111722222222,-122.496402777778
/Users/eddiedickey/Flickr/2014,wood-fire-cold-november-night_15229165843_o.jpg,2014:11:21 18:33:54,37.9602663888889,-122.514814166667
/Users/eddiedickey/Flickr/2015,dancing-at-georges_17129747000_o.jpg,,,
/Users/eddiedickey/Flickr/2015,video_18514709581.mov,2015:04:25 05:21:01,37.9601,-122.5141
/Users/eddiedickey/Flickr/2015,video_23859301010.mov,2015:09:27 01:39:11,37.896,-122.6395
/Users/eddiedickey/Flickr/2015,tuck-house_16330365972.mp4,2015:01:18 23:09:49,,
/Users/eddiedickey/Flickr/2015,video_18704615723.mov,2015:05:25 23:29:06,,
/Users/eddiedickey/Flickr/2015,video_18713561562.mov,2015:05:23 23:01:53,37.4655,-122.4416
/Users/eddiedickey/Flickr/2015,video_21049839179.mov,2015:06:20 22:37:42,37.7788,-122.39
/Users/eddiedickey/Flickr/2015,valentines-stow-lake_16782996606.mp4,2015:02:14 13:52:48,,
/Users/eddiedickey/Flickr/2015,nordic-four_23583347690_o.jpg,2015:12:19 13:52:13,38.9043694444444,-119.989625
/Users/eddiedickey/Flickr/2015,casanova-wine-cellar_16124066589_o.jpg,2015:01:17 22:55:16,,
/Users/eddiedickey/Flickr/2015,lone-cypress_16323237325_o.jpg,,,
/Users/eddiedickey/Flickr/2015,at-the-ballgame_16808944605_o.jpg,2015:03:08 12:42:20,38.0043036111111,-122.552983333333
/Users/eddiedickey/Flickr/2015,video_18144388969.mov,2015:05:25 18:28:23,37.9054,-122.5475
/Users/eddiedickey/Flickr/2015,17-mile-drive_16145058667.mp4,2015:01:19 01:54:30,,
/Users/eddiedickey/Flickr/2015,video_18059221801.mov,2015:05:17 02:42:32,38.0181,-122.5725
/Users/eddiedickey/Flickr/2015,video_24842729199.mov,2015:11:12 03:15:00,37.9072,-122.5513
/Users/eddiedickey/Flickr/2015,carmelites_16305168726.mp4,2015:01:18 01:16:21,,
/Users/eddiedickey/Flickr/2015,video_19138896500.mov,2015:06:20 22:36:41,37.7788,-122.3894
/Users/eddiedickey/Flickr/2015,2015-marin-highlanders-rugby_16195673413_o.jpg,2015:03:14 11:22:30,37.9369833333333,-122.527470833333
/Users/eddiedickey/Flickr/2015,video_18515476891.mov,2015:04:02 01:48:25,38.0043,-122.5528
/Users/eddiedickey/Flickr/2015,video_24079938991.mov,2015:12:27 17:36:19,39.6428,-106.6045
/Users/eddiedickey/Flickr/2015,video_24134923396.mov,2015:12:26 23:24:26,39.6427,-106.604
/Users/eddiedickey/Flickr/2015,video_23865975360.mov,2015:12:27 17:35:03,39.6427,-106.6041
/Users/eddiedickey/Flickr/2015,video_18077621284.mov,2015:04:25 05:46:26,37.9712,-122.5226
/Users/eddiedickey/Flickr/2015,video_25482033654.mov,2015:07:27 01:45:26,37.9211,-122.5668
/Users/eddiedickey/Flickr/2015,video_24035037222.mov,2015:11:02 01:52:14,38.2336,-122.6409
/Users/eddiedickey/Flickr/2015,video_25812741550.mov,2015:08:11 00:33:54,37.9012,-122.5281
/Users/eddiedickey/Flickr/2015,video_21278808212.mov,2015:08:08 03:41:17,37.8565,-122.4808
/Users/eddiedickey/Flickr/2015,video_18531891241.mov,2015:05:25 18:09:38,37.9054,-122.5475
/Users/eddiedickey/Flickr/2015,video_24060514001.mov,2015:12:28 02:20:46,39.6428,-106.6041
/Users/eddiedickey/Flickr/2015,video_24143661595.mov,2015:12:26 17:39:41,39.6425,-106.5848
/Users/eddiedickey/Flickr/2015,video_26018940891.mov,2015:06:11 02:31:57,38.0302,-122.5472
/Users/eddiedickey/Flickr/2015,video_21428453965.mov,2015:09:13 15:59:05,34.0212,-118.5062
/Users/eddiedickey/Flickr/2015,video_18168624004.mov,2015:06:11 02:19:56,38.0303,-122.547
/Users/eddiedickey/Flickr/2015,video_25483138553.mov,2015:08:11 00:44:47,37.9012,-122.5282
/Users/eddiedickey/Flickr/2015,the-catch-in-napa_20942945249.mov,2015:09:04 05:07:49,,
/Users/eddiedickey/Flickr/2015,video_23784817479.mov,2015:12:26 17:40:29,39.6425,-106.5848
/Users/eddiedickey/Flickr/2015,video_23857612210.mov,2015:12:28 00:39:47,39.6427,-106.6044
/Users/eddiedickey/Flickr/2015,video_18327585308.mov,2015:04:25 06:42:40,37.9716,-122.5233
/Users/eddiedickey/Flickr/2015,video_18338129598.mov,2015:05:25 18:09:20,37.9054,-122.5474
/Users/eddiedickey/Flickr/2015,video_18514469075.mov,2015:04:25 05:21:11,37.955,-122.5117
/Users/eddiedickey/Flickr/2015,video_21108411458.mov,2015:08:29 17:30:40,37.8785,-119.8573
/Users/eddiedickey/Flickr/2015,video_17894325553.mov,2015:04:02 01:46:59,38.0043,-122.5528
/Users/eddiedickey/Flickr/2015,video_18327624182.mov,2015:04:02 02:39:43,38.0043,-122.5528
/Users/eddiedickey/Flickr/2015,video_18327723072.mov,2015:04:07 23:03:39,37.9438,-122.5125
/Users/eddiedickey/Flickr/2015,casa-nova-pan_16143587100.mp4,2015:01:17 11:11:18,,
/Users/eddiedickey/Flickr/2015,video_24074105196.mov,2015:11:20 14:59:39,37.9072,-122.5513
/Users/eddiedickey/Flickr/2015,video_24052286452.mov,2015:09:27 01:38:23,37.895,-122.6398
/Users/eddiedickey/Flickr/2015,video_24579436744.mov,2015:06:20 21:51:29,37.7784,-122.391
/Users/eddiedickey/Flickr/2015,video_18530684460.mov,2015:04:02 01:47:54,38.0043,-122.5528
/Users/eddiedickey/Flickr/2015,video_21100884260.mov,2015:08:11 00:33:23,37.9012,-122.5281
/Users/eddiedickey/Flickr/2015,casanova_15711119303.mp4,2015:01:17 11:09:45,,
/Users/eddiedickey/Flickr/2015,video_21100998260.mov,2015:08:11 00:48:42,37.9012,-122.5281
/Users/eddiedickey/Flickr/2015,happy_16621386008_o.jpg,2015:03:07 15:01:18,37.9076647222222,-122.551279722222
/Users/eddiedickey/Flickr/2015,february-in-ca_16783093896_o.jpg,2015:02:15 17:28:57,37.9096144444444,-122.550515277778
/Users/eddiedickey/Flickr/2015,video_25483409443.mov,2015:09:27 00:12:16,37.8949,-122.6398
/Users/eddiedickey/Flickr/2015,video_23469264894.mov,2015:11:02 01:51:44,38.2336,-122.641
/Users/eddiedickey/Flickr/2017,27848730189_0eb5b28192_o.jpg,2017:12:31 16:23:16,34.038525,-118.542222222222
/Users/eddiedickey/Flickr/2017,37819263084_0eded93d21_o.jpg,2017:11:17 16:42:38,37.8268555555556,-122.491280555556
/Users/eddiedickey/Flickr/2017,38510708951_d7091b9ef6_o.jpg,2017:11:18 15:51:54,38.2345388888889,-122.639533333333
/Users/eddiedickey/Flickr/2017,video_38534868491.mov,2017:11:18 05:37:01,37.8271,-122.4914
/Users/eddiedickey/Flickr/2017,24633950878_6a7df5505b_o.jpg,2017:11:18 07:39:23,37.8267944444444,-122.490836111111
/Users/eddiedickey/Flickr/2017,video_34578047926.mov,2017:04:15 23:44:31,37.9071,-122.551
/Users/eddiedickey/Flickr/2017,38729749895_d0b3643726_o.jpg,2017:12:31 16:13:59,34.0354361111111,-118.536788888889
/Users/eddiedickey/Flickr/2017,38478928042_947bc83028_o.jpg,2017:11:17 17:43:05,37.827,-122.491286111111
/Users/eddiedickey/Flickr/2017,26734849019_091045c9da_o.jpg,2017:11:18 06:54:58,37.8269222222222,-122.49125
/Users/eddiedickey/Flickr/2017,38473767102_c038ee5187_o.jpg,2017:11:18 10:04:00,37.827025,-122.491416666667
/Users/eddiedickey/Flickr/2017,video_34788777625.mov,2017:05:21 01:14:24,37.9063,-122.5482
/Users/eddiedickey/Flickr/2017,37795089814_631c2fe448_o.jpg,2017:11:18 06:54:46,37.8269916666667,-122.491263888889
/Users/eddiedickey/Flickr/2017,25754666538_92a192c961_o.jpg,2017:12:31 16:12:29,34.0355111111111,-118.536347222222
/Users/eddiedickey/Flickr/2017,video_33068084124.mov,2017:03:14 02:55:01,37.9744,-122.5223
/Users/eddiedickey/Flickr/2017,24633711668_ab010f82b8_o.jpg,2017:11:17 18:10:35,37.8269361111111,-122.491141666667
/Users/eddiedickey/Flickr/2017,38454729806_692d66e431_o.jpg,2017:11:18 07:39:10,37.8267972222222,-122.490861111111
/Users/eddiedickey/Flickr/2017,38454727846_c5851f900a_o.jpg,2017:11:18 15:56:13,38.2345194444444,-122.639580555556
/Users/eddiedickey/Flickr/2017,video_33946309824.mov,2017:05:20 21:03:10,37.9744,-122.5223
/Users/eddiedickey/Flickr/2017,video_23561922058.mov,2017:07:24 02:34:10,37.9068,-122.5501
/Users/eddiedickey/Flickr/2017,video_36704556214.mov,2017:08:19 20:42:44,38.705,-120.0037
/Users/eddiedickey/Flickr/2017,26730096439_0444af79c3_o.jpg,2017:11:18 08:13:09,37.8270138888889,-122.490883333333
/Users/eddiedickey/Flickr/2017,video_35230688805.mov,2017:06:10 00:49:33,38.09,-122.5745
/Users/eddiedickey/Flickr/2017,video_34730411655.mov,2017:05:15 23:01:45,,
/Users/eddiedickey/Flickr/2017,video_37366565176.mov,2017:07:24 02:33:31,37.9068,-122.55
/Users/eddiedickey/Flickr/2017,37795084034_a7bfc04598_o.jpg,2017:11:18 06:55:06,37.8269166666667,-122.49125
/Users/eddiedickey/Flickr/2017,video_33811347943.mov,2017:01:21 21:33:11,38.4382,-122.7125
/Users/eddiedickey/Flickr/2017,24638578298_a1985a3671_o.jpg,2017:11:17 18:09:40,37.8269777777778,-122.491111111111
/Users/eddiedickey/Flickr/2017,26734848119_292a53d7dc_o.jpg,2017:11:18 06:55:08,37.8269166666667,-122.49125
/Users/eddiedickey/Flickr/2017,38729737575_1b15312f50_o.jpg,2017:12:31 16:35:43,34.0380777777778,-118.541427777778
/Users/eddiedickey/Flickr/2017,37619083535_d05c8be765_o.jpg,2017:11:18 10:10:50,37.827075,-122.491355555556
/Users/eddiedickey/Flickr/2017,37790405084_9c58678b82_o.jpg,2017:11:18 10:10:44,37.827075,-122.491355555556
/Users/eddiedickey/Flickr/2017,38510900031_7f19796a6c_o.jpg,2017:11:17 17:01:11,37.8268666666667,-122.49115
/Users/eddiedickey/Flickr/2017,38478771842_e552fc6b9c_o.jpg,2017:11:18 15:55:54,38.2346472222222,-122.639533333333
/Users/eddiedickey/Flickr/2017,38534863831_e63824a467_o.jpg,2017:11:17 16:59:54,37.8268138888889,-122.491072222222
/Users/eddiedickey/Flickr/2017,38478766652_e22ff71afe_o.jpg,2017:11:18 07:08:40,37.8271833333333,-122.491311111111
/Users/eddiedickey/Flickr/2017,37619074345_2654372728_o.jpg,2017:11:17 18:10:57,37.8269916666667,-122.491272222222
/Users/eddiedickey/Flickr/2017,video_35064133576.mov,2017:06:04 20:09:33,37.8952,-122.6393
/Users/eddiedickey/Flickr/2017,24757800997_a49a2819fa_o.jpg,2017:12:31 21:32:41,34.0525027777778,-118.524222222222
/Users/eddiedickey/Flickr/2017,38454914516_b4497ec409_o.jpg,2017:11:17 18:09:34,37.8269527777778,-122.491188888889
/Users/eddiedickey/Flickr/2017,37647449195_195a9fdb0d_o.jpg,2017:11:17 16:18:11,37.8268694444444,-122.491044444444
/Users/eddiedickey/Flickr/2017,38479200576_f544702224_o.jpg,2017:11:17 16:18:11,37.8268694444444,-122.491044444444
/Users/eddiedickey/Flickr/2017,video_37383230602.mov,2017:07:22 01:51:59,37.9685,-122.5165
/Users/eddiedickey/Flickr/2017,38454737316_c260d63f9c_o.jpg,2017:11:18 06:55:10,37.8269166666667,-122.49125
/Users/eddiedickey/Flickr/2017,38478766412_be8af50d7d_o.jpg,2017:11:18 07:39:13,37.8268083333333,-122.490830555556
/Users/eddiedickey/Flickr/2017,25754677308_2b5e426bab_o.jpg,2017:12:31 16:12:22,34.0355305555556,-118.536361111111
/Users/eddiedickey/Flickr/2017,24662559108_25811f3641_o.jpg,2017:11:17 16:43:10,37.8268277777778,-122.491194444444
/Users/eddiedickey/Flickr/2017,27848722809_59c5801e29_o.jpg,2017:12:31 17:14:07,34.0461055555556,-118.5298
/Users/eddiedickey/Flickr/2017,24757809957_a09d057dff_o.jpg,2017:12:31 17:11:42,34.0459138888889,-118.530891666667
/Users/eddiedickey/Flickr/2017,video_25215503247.mov,2017:12:17 03:19:17,38.0253,-122.5554
/Users/eddiedickey/Flickr/2017,38506119271_11c180057c_o.jpg,2017:11:18 07:39:13,37.8268083333333,-122.490830555556
/Users/eddiedickey/Flickr/2017,37619073235_fbc6c1d13b_o.jpg,2017:11:17 18:09:56,37.827025,-122.491263888889
/Users/eddiedickey/Flickr/2017,38503267582_d93f457ec6_o.jpg,2017:11:17 16:42:39,37.8268555555556,-122.491280555556
/Users/eddiedickey/Flickr/2017,38917908594_2251a0199b_o.jpg,2017:12:31 16:23:36,34.038475,-118.542488888889
/Users/eddiedickey/Flickr/2017,26759122269_0196e1563b_o.jpg,2017:11:17 16:17:59,37.8268972222222,-122.491111111111
/Users/eddiedickey/Flickr/2017,38478766422_2ff792604b_o.jpg,2017:11:18 14:17:53,38.3205861111111,-122.662925
/Users/eddiedickey/Flickr/2017,38729749715_95cafde1da_o.jpg,2017:12:31 16:14:00,34.0354361111111,-118.536788888889
/Users/eddiedickey/Flickr/2017,video_35247807235.mov,2017:06:10 00:03:14,38.0899,-122.5745
/Users/eddiedickey/Flickr/2017,video_37414093101.mov,2017:07:23 18:45:02,37.8551,-122.4788
/Users/eddiedickey/Flickr/2017,26735018369_dff9e799ae_o.jpg,2017:11:17 17:00:42,37.8268444444444,-122.491133333333
/Users/eddiedickey/Flickr/2017,video_34489042301.mov,2017:01:21 21:32:43,38.4382,-122.7125
/Users/eddiedickey/Flickr/2017,video_34748297706.mov,2017:05:20 21:02:39,37.9743,-122.5223
/Users/eddiedickey/Flickr/2017,37790405094_ded5305274_o.jpg,2017:11:18 10:03:49,37.8270083333333,-122.491333333333
/Users/eddiedickey/Flickr/2017,38505845131_d9192a1e49_o.jpg,2017:11:18 10:10:31,37.8271444444444,-122.491705555556
/Users/eddiedickey/Flickr/2017,video_26759127529.mov,2017:11:18 05:36:22,37.827,-122.4915
/Users/eddiedickey/Flickr/2017,37795090244_ef6bf3b15a_o.jpg,2017:11:18 07:39:11,37.8267972222222,-122.490861111111
/Users/eddiedickey/Flickr/2017,38450182576_13479edb35_o.jpg,2017:11:17 21:18:37,37.8270416666667,-122.491302777778
/Users/eddiedickey/Flickr/2017,38505840821_64f7264687_o.jpg,2017:11:17 18:10:32,37.8268888888889,-122.491141666667
/Users/eddiedickey/Flickr/2017,25754644568_a42b2df4e1_o.jpg,2017:12:31 21:31:17,34.0525666666667,-118.524222222222
/Users/eddiedickey/Flickr/2017,video_34233599450.mov,2017:05:01 15:18:25,37.7967,-122.4013
/Users/eddiedickey/Flickr/2017,37619324915_4a63a4a62c_o.jpg,2017:11:18 07:48:36,37.8266,-122.488883333333
/Users/eddiedickey/Flickr/2017,38534864401_d28c4fbfbc_o.jpg,2017:11:17 17:00:31,37.8268194444444,-122.491133333333
/Users/eddiedickey/Flickr/2017,38917919554_2b9ef21435_o.jpg,2017:12:31 16:13:56,34.0352972222222,-118.53685
/Users/eddiedickey/Flickr/2017,39625998711_50a99f4df5_o.jpg,2017:12:31 16:14:04,34.0354805555556,-118.536805555556
/Users/eddiedickey/Flickr/2017,38729739525_b97bb23f9c_o.jpg,2017:12:31 16:23:22,34.0384666666667,-118.542275
/Users/eddiedickey/Flickr/2017,26730312069_02bf62ae5a_o.jpg,2017:11:18 07:47:27,37.8264722222222,-122.488608333333
/Users/eddiedickey/Flickr/2017,38505845121_257985ea1c_o.jpg,2017:11:18 10:10:29,37.8271444444444,-122.491705555556
/Users/eddiedickey/Flickr/2017,38506121861_d4bb23b0d3_o.jpg,2017:11:18 07:47:34,37.8266666666667,-122.48845
/Users/eddiedickey/Flickr/2017,video_34599128471.mov,2017:05:15 23:01:18,,
/Users/eddiedickey/Flickr/2017,26730093579_149dae935a_o.jpg,2017:11:17 21:18:54,37.827025,-122.491341666667
/Users/eddiedickey/Flickr/2017,38729745965_9b339e3c92_o.jpg,2017:12:31 16:14:04,34.0354805555556,-118.536805555556
/Users/eddiedickey/Flickr/2017,24633951288_08dc5e9383_o.jpg,2017:11:18 07:39:29,37.8267972222222,-122.490861111111
/Users/eddiedickey/Flickr/2017,26730087299_1311525aaf_o.jpg,2017:11:17 21:18:11,37.8270611111111,-122.491341666667
/Users/eddiedickey/Flickr/2017,39625992881_51800f7276_o.jpg,2017:12:31 16:23:21,34.0384666666667,-118.542275
/Users/eddiedickey/Flickr/2017,37790393924_71ecb09054_o.jpg,2017:11:17 21:18:34,37.8270416666667,-122.491302777778
/Users/eddiedickey/Flickr/2017,38917904564_90cb7ef1b1_o.jpg,2017:12:31 21:10:04,34.0467444444444,-118.527961111111
/Users/eddiedickey/Flickr/2017,38917909144_fd1aea5573_o.jpg,2017:12:31 16:35:49,34.0380777777778,-118.541427777778
/Users/eddiedickey/Flickr/2017,video_34639716265.mov,2017:03:10 21:54:31,39.1957,-120.235
/Users/eddiedickey/Flickr/2017,video_34642156525.mov,2017:03:10 20:30:12,39.1964,-120.2352
/Users/eddiedickey/Flickr/2017,video_39642005534.mov,2017:12:09 01:37:52,37.8005,-122.4548
/Users/eddiedickey/Flickr/2017,video_35565555056.mov,2017:06:14 03:01:51,37.9744,-122.5222
/Users/eddiedickey/Flickr/2017,video_34642156255.mov,2017:03:14 02:53:46,37.9744,-122.5223
/Users/eddiedickey/Flickr/2017,38506117761_dfd27d958d_o.jpg,2017:11:18 07:39:24,37.8267944444444,-122.490836111111
/Users/eddiedickey/Flickr/2017,39626004531_e0f3db310f_o.jpg,2017:12:31 16:13:57,34.0352972222222,-118.53685
/Users/eddiedickey/Flickr/2017,37623933925_8cde5d45d5_o.jpg,2017:11:17 17:00:37,37.8268444444444,-122.491133333333
/Users/eddiedickey/Flickr/2017,37619326075_323c040ca6_o.jpg,2017:11:18 07:47:28,37.8264722222222,-122.488608333333
/Users/eddiedickey/Flickr/2017,video_23561953828.mov,2017:07:04 18:24:43,38.5793,-122.5786
