SourceFile,DateCreated,DateTimeCreated,DateTimeOriginal,GPSAltitude,GPSAltitudeRef,GPSCoordinates,GPSCoordinates-und-US,GPSDateStamp,GPSDateTime,GPSDestBearing,GPSDestBearingRef,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSPosition,GPSProcessingMethod,GPSSpeed,GPSSpeedRef,GPSTimeStamp
/Users/eddiedickey/Flickr/2015/video_25482033654.mov,,,,320.231 m,Above Sea Level,"37 deg 55' 15.96"" N, 122 deg 34' 0.48"" W, 320.231 m Above Sea Level","37 deg 55' 15.96"" N, 122 deg 34' 0.48"" W, 320.231 m Above Sea Level",,,,,,,,"37 deg 55' 15.96"" N",,"122 deg 34' 0.48"" W",,"37 deg 55' 15.96"" N, 122 deg 34' 0.48"" W",,,,
/Users/eddiedickey/Flickr/2015/video_24035037222.mov,,,,4.512 m,Above Sea Level,"38 deg 14' 0.96"" N, 122 deg 38' 27.24"" W, 4.512 m Above Sea Level",,,,,,,,,"38 deg 14' 0.96"" N",,"122 deg 38' 27.24"" W",,"38 deg 14' 0.96"" N, 122 deg 38' 27.24"" W",,,,
/Users/eddiedickey/Flickr/2015/video_25812741550.mov,,,,6.338 m,Above Sea Level,"37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W, 6.338 m Above Sea Level","37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W, 6.338 m Above Sea Level",,,,,,,,"37 deg 54' 4.32"" N",,"122 deg 31' 41.16"" W",,"37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W",,,,
/Users/eddiedickey/Flickr/2015/video_21278808212.mov,,,,20.641 m,Above Sea Level,"37 deg 51' 23.40"" N, 122 deg 28' 50.88"" W, 20.641 m Above Sea Level","37 deg 51' 23.40"" N, 122 deg 28' 50.88"" W, 20.641 m Above Sea Level",,,,,,,,"37 deg 51' 23.40"" N",,"122 deg 28' 50.88"" W",,"37 deg 51' 23.40"" N, 122 deg 28' 50.88"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18531891241.mov,,,,19.559 m,Above Sea Level,"37 deg 54' 19.44"" N, 122 deg 32' 51.00"" W, 19.559 m Above Sea Level","37 deg 54' 19.44"" N, 122 deg 32' 51.00"" W, 19.559 m Above Sea Level",,,,,,,,"37 deg 54' 19.44"" N",,"122 deg 32' 51.00"" W",,"37 deg 54' 19.44"" N, 122 deg 32' 51.00"" W",,,,
/Users/eddiedickey/Flickr/2015/video_24060514001.mov,,,,2220.794 m,Above Sea Level,"39 deg 38' 34.08"" N, 106 deg 36' 14.76"" W, 2220.794 m Above Sea Level",,,,,,,,,"39 deg 38' 34.08"" N",,"106 deg 36' 14.76"" W",,"39 deg 38' 34.08"" N, 106 deg 36' 14.76"" W",,,,
/Users/eddiedickey/Flickr/2015/video_24143661595.mov,,,,2250.779 m,Above Sea Level,"39 deg 38' 33.00"" N, 106 deg 35' 5.28"" W, 2250.779 m Above Sea Level",,,,,,,,,"39 deg 38' 33.00"" N",,"106 deg 35' 5.28"" W",,"39 deg 38' 33.00"" N, 106 deg 35' 5.28"" W",,,,
/Users/eddiedickey/Flickr/2015/video_26018940891.mov,,,,17.793 m,Above Sea Level,"38 deg 1' 48.72"" N, 122 deg 32' 49.92"" W, 17.793 m Above Sea Level","38 deg 1' 48.72"" N, 122 deg 32' 49.92"" W, 17.793 m Above Sea Level",,,,,,,,"38 deg 1' 48.72"" N",,"122 deg 32' 49.92"" W",,"38 deg 1' 48.72"" N, 122 deg 32' 49.92"" W",,,,
/Users/eddiedickey/Flickr/2015/video_21428453965.mov,,,,37.996 m,Above Sea Level,"34 deg 1' 16.32"" N, 118 deg 30' 22.32"" W, 37.996 m Above Sea Level","34 deg 1' 16.32"" N, 118 deg 30' 22.32"" W, 37.996 m Above Sea Level",,,,,,,,"34 deg 1' 16.32"" N",,"118 deg 30' 22.32"" W",,"34 deg 1' 16.32"" N, 118 deg 30' 22.32"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18168624004.mov,,,,15.663 m,Above Sea Level,"38 deg 1' 49.08"" N, 122 deg 32' 49.20"" W, 15.663 m Above Sea Level","38 deg 1' 49.08"" N, 122 deg 32' 49.20"" W, 15.663 m Above Sea Level",,,,,,,,"38 deg 1' 49.08"" N",,"122 deg 32' 49.20"" W",,"38 deg 1' 49.08"" N, 122 deg 32' 49.20"" W",,,,
/Users/eddiedickey/Flickr/2015/video_25483138553.mov,,,,5.143 m,Above Sea Level,"37 deg 54' 4.32"" N, 122 deg 31' 41.52"" W, 5.143 m Above Sea Level","37 deg 54' 4.32"" N, 122 deg 31' 41.52"" W, 5.143 m Above Sea Level",,,,,,,,"37 deg 54' 4.32"" N",,"122 deg 31' 41.52"" W",,"37 deg 54' 4.32"" N, 122 deg 31' 41.52"" W",,,,
/Users/eddiedickey/Flickr/2015/the-catch-in-napa_20942945249.mov,,,,,,,,,,,,,,,,,,,,,,,
/Users/eddiedickey/Flickr/2015/video_23784817479.mov,,,,2261.601 m,Above Sea Level,"39 deg 38' 33.00"" N, 106 deg 35' 5.28"" W, 2261.601 m Above Sea Level",,,,,,,,,"39 deg 38' 33.00"" N",,"106 deg 35' 5.28"" W",,"39 deg 38' 33.00"" N, 106 deg 35' 5.28"" W",,,,
/Users/eddiedickey/Flickr/2015/video_23857612210.mov,,,,2205.751 m,Above Sea Level,"39 deg 38' 33.72"" N, 106 deg 36' 15.84"" W, 2205.751 m Above Sea Level",,,,,,,,,"39 deg 38' 33.72"" N",,"106 deg 36' 15.84"" W",,"39 deg 38' 33.72"" N, 106 deg 36' 15.84"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18327585308.mov,,,,4.914 m,Above Sea Level,"37 deg 58' 17.76"" N, 122 deg 31' 23.88"" W, 4.914 m Above Sea Level","37 deg 58' 17.76"" N, 122 deg 31' 23.88"" W, 4.914 m Above Sea Level",,,,,,,,"37 deg 58' 17.76"" N",,"122 deg 31' 23.88"" W",,"37 deg 58' 17.76"" N, 122 deg 31' 23.88"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18338129598.mov,,,,19.263 m,Above Sea Level,"37 deg 54' 19.44"" N, 122 deg 32' 50.64"" W, 19.263 m Above Sea Level","37 deg 54' 19.44"" N, 122 deg 32' 50.64"" W, 19.263 m Above Sea Level",,,,,,,,"37 deg 54' 19.44"" N",,"122 deg 32' 50.64"" W",,"37 deg 54' 19.44"" N, 122 deg 32' 50.64"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18514469075.mov,,,,53.774 m,Above Sea Level,"37 deg 57' 18.00"" N, 122 deg 30' 42.12"" W, 53.774 m Above Sea Level","37 deg 57' 18.00"" N, 122 deg 30' 42.12"" W, 53.774 m Above Sea Level",,,,,,,,"37 deg 57' 18.00"" N",,"122 deg 30' 42.12"" W",,"37 deg 57' 18.00"" N, 122 deg 30' 42.12"" W",,,,
/Users/eddiedickey/Flickr/2015/video_21108411458.mov,,,,1373.71 m,Above Sea Level,"37 deg 52' 42.60"" N, 119 deg 51' 26.28"" W, 1373.71 m Above Sea Level","37 deg 52' 42.60"" N, 119 deg 51' 26.28"" W, 1373.71 m Above Sea Level",,,,,,,,"37 deg 52' 42.60"" N",,"119 deg 51' 26.28"" W",,"37 deg 52' 42.60"" N, 119 deg 51' 26.28"" W",,,,
/Users/eddiedickey/Flickr/2015/video_17894325553.mov,,,,11.712 m,Above Sea Level,"38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W, 11.712 m Above Sea Level","38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W, 11.712 m Above Sea Level",,,,,,,,"38 deg 0' 15.48"" N",,"122 deg 33' 10.08"" W",,"38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18327624182.mov,,,,15.515 m,Above Sea Level,"38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W, 15.515 m Above Sea Level","38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W, 15.515 m Above Sea Level",,,,,,,,"38 deg 0' 15.48"" N",,"122 deg 33' 10.08"" W",,"38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18327723072.mov,,,,16.121 m,Above Sea Level,"37 deg 56' 37.68"" N, 122 deg 30' 45.00"" W, 16.121 m Above Sea Level","37 deg 56' 37.68"" N, 122 deg 30' 45.00"" W, 16.121 m Above Sea Level",,,,,,,,"37 deg 56' 37.68"" N",,"122 deg 30' 45.00"" W",,"37 deg 56' 37.68"" N, 122 deg 30' 45.00"" W",,,,
/Users/eddiedickey/Flickr/2015/casa-nova-pan_16143587100.mp4,,,2015:01:17 11:12:01,,,,,,,,,,,,,,,,,,,,
/Users/eddiedickey/Flickr/2015/video_24074105196.mov,,,,48.982 m,Above Sea Level,"37 deg 54' 25.92"" N, 122 deg 33' 4.68"" W, 48.982 m Above Sea Level",,,,,,,,,"37 deg 54' 25.92"" N",,"122 deg 33' 4.68"" W",,"37 deg 54' 25.92"" N, 122 deg 33' 4.68"" W",,,,
/Users/eddiedickey/Flickr/2015/video_24052286452.mov,,,,0.54 m,Above Sea Level,"37 deg 53' 42.00"" N, 122 deg 38' 23.28"" W, 0.54 m Above Sea Level","37 deg 53' 42.00"" N, 122 deg 38' 23.28"" W, 0.54 m Above Sea Level",,,,,,,,"37 deg 53' 42.00"" N",,"122 deg 38' 23.28"" W",,"37 deg 53' 42.00"" N, 122 deg 38' 23.28"" W",,,,
/Users/eddiedickey/Flickr/2015/video_24579436744.mov,,,,6.103 m,Above Sea Level,"37 deg 46' 42.24"" N, 122 deg 23' 27.60"" W, 6.103 m Above Sea Level","37 deg 46' 42.24"" N, 122 deg 23' 27.60"" W, 6.103 m Above Sea Level",,,,,,,,"37 deg 46' 42.24"" N",,"122 deg 23' 27.60"" W",,"37 deg 46' 42.24"" N, 122 deg 23' 27.60"" W",,,,
/Users/eddiedickey/Flickr/2015/video_18530684460.mov,,,,13.356 m,Above Sea Level,"38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W, 13.356 m Above Sea Level","38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W, 13.356 m Above Sea Level",,,,,,,,"38 deg 0' 15.48"" N",,"122 deg 33' 10.08"" W",,"38 deg 0' 15.48"" N, 122 deg 33' 10.08"" W",,,,
/Users/eddiedickey/Flickr/2015/video_21100884260.mov,,,,6.235 m,Above Sea Level,"37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W, 6.235 m Above Sea Level","37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W, 6.235 m Above Sea Level",,,,,,,,"37 deg 54' 4.32"" N",,"122 deg 31' 41.16"" W",,"37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W",,,,
/Users/eddiedickey/Flickr/2015/casanova_15711119303.mp4,,,2015:01:17 11:10:56,,,,,,,,,,,,,,,,,,,,
/Users/eddiedickey/Flickr/2015/video_21100998260.mov,,,,6.982 m,Above Sea Level,"37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W, 6.982 m Above Sea Level","37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W, 6.982 m Above Sea Level",,,,,,,,"37 deg 54' 4.32"" N",,"122 deg 31' 41.16"" W",,"37 deg 54' 4.32"" N, 122 deg 31' 41.16"" W",,,,
/Users/eddiedickey/Flickr/2015/happy_16621386008_o.jpg,,,2015:03:07 15:01:18,17 m Above Sea Level,Above Sea Level,,,2015:03:07,2015:03:07 23:01:19Z,,,,128,Magnetic North,"37 deg 54' 27.59"" N",North,"122 deg 33' 4.61"" W",West,"37 deg 54' 27.59"" N, 122 deg 33' 4.61"" W",GPS,,,23:01:19
/Users/eddiedickey/Flickr/2015/february-in-ca_16783093896_o.jpg,,,2015:02:15 17:28:57,62 m Above Sea Level,Above Sea Level,,,2015:02:16,2015:02:16 01:28:59Z,,,,164,Magnetic North,"37 deg 54' 34.61"" N",North,"122 deg 33' 1.85"" W",West,"37 deg 54' 34.61"" N, 122 deg 33' 1.85"" W",GPS,,,01:28:59
/Users/eddiedickey/Flickr/2015/video_25483409443.mov,,,,6.877 m,Below Sea Level,"37 deg 53' 41.64"" N, 122 deg 38' 23.28"" W, 6.877 m Below Sea Level","37 deg 53' 41.64"" N, 122 deg 38' 23.28"" W, 6.877 m Below Sea Level",,,,,,,,"37 deg 53' 41.64"" N",,"122 deg 38' 23.28"" W",,"37 deg 53' 41.64"" N, 122 deg 38' 23.28"" W",,,,
/Users/eddiedickey/Flickr/2015/video_23469264894.mov,,,,6.152 m,Above Sea Level,"38 deg 14' 0.96"" N, 122 deg 38' 27.60"" W, 6.152 m Above Sea Level",,,,,,,,,"38 deg 14' 0.96"" N",,"122 deg 38' 27.60"" W",,"38 deg 14' 0.96"" N, 122 deg 38' 27.60"" W",,,,
/Users/eddiedickey/Flickr/2017/27848730189_0eb5b28192_o.jpg,,,2017:12:31 16:23:16,5.8 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:23:16Z,303.9319728,True North,5 m,303.9319728,True North,"34 deg 2' 18.69"" N",North,"118 deg 32' 32.00"" W",West,"34 deg 2' 18.69"" N, 118 deg 32' 32.00"" W",,0,km/h,00:23:16
/Users/eddiedickey/Flickr/2017/37819263084_0eded93d21_o.jpg,,,2017:11:17 16:42:38,2.3 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:42:37.99Z,86.75373134,True North,5 m,86.75373134,True North,"37 deg 49' 36.68"" N",North,"122 deg 29' 28.61"" W",West,"37 deg 49' 36.68"" N, 122 deg 29' 28.61"" W",,0,km/h,00:42:37.99
/Users/eddiedickey/Flickr/2017/38510708951_d7091b9ef6_o.jpg,,,2017:11:18 15:51:54,3.5 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 23:51:53.97Z,122.8928571,True North,5 m,122.8928571,True North,"38 deg 14' 4.34"" N",North,"122 deg 38' 22.32"" W",West,"38 deg 14' 4.34"" N, 122 deg 38' 22.32"" W",,0,km/h,23:51:53.97
/Users/eddiedickey/Flickr/2017/video_38534868491.mov,,,,1.786 m,Above Sea Level,"37 deg 49' 37.56"" N, 122 deg 29' 29.04"" W, 1.786 m Above Sea Level",,,,,,,,,"37 deg 49' 37.56"" N",,"122 deg 29' 29.04"" W",,"37 deg 49' 37.56"" N, 122 deg 29' 29.04"" W",,,,
/Users/eddiedickey/Flickr/2017/24633950878_6a7df5505b_o.jpg,,,2017:11:18 07:39:23,16.2 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:22.99Z,112.9135654,True North,5 m,112.9135654,True North,"37 deg 49' 36.46"" N",North,"122 deg 29' 27.01"" W",West,"37 deg 49' 36.46"" N, 122 deg 29' 27.01"" W",,0,km/h,15:39:22.99
/Users/eddiedickey/Flickr/2017/video_34578047926.mov,,,,54.835 m,Above Sea Level,"37 deg 54' 25.56"" N, 122 deg 33' 3.60"" W, 54.835 m Above Sea Level",,,,,,,,,"37 deg 54' 25.56"" N",,"122 deg 33' 3.60"" W",,"37 deg 54' 25.56"" N, 122 deg 33' 3.60"" W",,,,
/Users/eddiedickey/Flickr/2017/38729749895_d0b3643726_o.jpg,,,2017:12:31 16:13:59,5.4 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:13:58.99Z,328.1893939,True North,30 m,328.1893939,True North,"34 deg 2' 7.57"" N",North,"118 deg 32' 12.44"" W",West,"34 deg 2' 7.57"" N, 118 deg 32' 12.44"" W",,0,km/h,00:13:58.99
/Users/eddiedickey/Flickr/2017/38478928042_947bc83028_o.jpg,,,2017:11:17 17:43:05,7.4 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 01:43:03.97Z,310.4087591,True North,10 m,310.4087591,True North,"37 deg 49' 37.20"" N",North,"122 deg 29' 28.63"" W",West,"37 deg 49' 37.20"" N, 122 deg 29' 28.63"" W",,0,km/h,01:43:03.97
/Users/eddiedickey/Flickr/2017/26734849019_091045c9da_o.jpg,,,2017:11:18 06:54:58,11.5 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 14:54:57.95Z,101.9936306,True North,5 m,101.9936306,True North,"37 deg 49' 36.92"" N",North,"122 deg 29' 28.50"" W",West,"37 deg 49' 36.92"" N, 122 deg 29' 28.50"" W",,0.43,km/h,14:54:57.95
/Users/eddiedickey/Flickr/2017/38473767102_c038ee5187_o.jpg,,,2017:11:18 10:04:00,11.4 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:03:59.95Z,224.4977578,True North,10 m,224.4977578,True North,"37 deg 49' 37.29"" N",North,"122 deg 29' 29.10"" W",West,"37 deg 49' 37.29"" N, 122 deg 29' 29.10"" W",,0.29,km/h,18:03:59.95
/Users/eddiedickey/Flickr/2017/video_34788777625.mov,,,,19.224 m,Above Sea Level,"37 deg 54' 22.68"" N, 122 deg 32' 53.52"" W, 19.224 m Above Sea Level",,,,,,,,,"37 deg 54' 22.68"" N",,"122 deg 32' 53.52"" W",,"37 deg 54' 22.68"" N, 122 deg 32' 53.52"" W",,,,
/Users/eddiedickey/Flickr/2017/37795089814_631c2fe448_o.jpg,,,2017:11:18 06:54:46,10.3 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 14:54:45.95Z,104.4052863,True North,5 m,104.4052863,True North,"37 deg 49' 37.17"" N",North,"122 deg 29' 28.55"" W",West,"37 deg 49' 37.17"" N, 122 deg 29' 28.55"" W",,0,km/h,14:54:45.95
/Users/eddiedickey/Flickr/2017/25754666538_92a192c961_o.jpg,,,2017:12:31 16:12:29,6.2 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:12:27.99Z,234.1003135,True North,5 m,234.1003135,True North,"34 deg 2' 7.84"" N",North,"118 deg 32' 10.85"" W",West,"34 deg 2' 7.84"" N, 118 deg 32' 10.85"" W",,0,km/h,00:12:27.99
/Users/eddiedickey/Flickr/2017/video_33068084124.mov,,,,8.149 m,Above Sea Level,"37 deg 58' 27.84"" N, 122 deg 31' 20.28"" W, 8.149 m Above Sea Level",,,,,,,,,"37 deg 58' 27.84"" N",,"122 deg 31' 20.28"" W",,"37 deg 58' 27.84"" N, 122 deg 31' 20.28"" W",,,,
/Users/eddiedickey/Flickr/2017/24633711668_ab010f82b8_o.jpg,,,2017:11:17 18:10:35,57.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:10:33.99Z,120.5211538,True North,10 m,120.5211538,True North,"37 deg 49' 36.97"" N",North,"122 deg 29' 28.11"" W",West,"37 deg 49' 36.97"" N, 122 deg 29' 28.11"" W",,0,km/h,02:10:33.99
/Users/eddiedickey/Flickr/2017/38454729806_692d66e431_o.jpg,,,2017:11:18 07:39:10,19.4 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 15:39:09Z,106.3525641,True North,10 m,106.3525641,True North,"37 deg 49' 36.47"" N",North,"122 deg 29' 27.10"" W",West,"37 deg 49' 36.47"" N, 122 deg 29' 27.10"" W",,0,km/h,15:39:09
/Users/eddiedickey/Flickr/2017/38454727846_c5851f900a_o.jpg,,,2017:11:18 15:56:13,5.9 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 23:56:11.96Z,243.9856115,True North,5 m,243.9856115,True North,"38 deg 14' 4.27"" N",North,"122 deg 38' 22.49"" W",West,"38 deg 14' 4.27"" N, 122 deg 38' 22.49"" W",,0,km/h,23:56:11.96
/Users/eddiedickey/Flickr/2017/video_33946309824.mov,,,,13.726 m,Above Sea Level,"37 deg 58' 27.84"" N, 122 deg 31' 20.28"" W, 13.726 m Above Sea Level",,,,,,,,,"37 deg 58' 27.84"" N",,"122 deg 31' 20.28"" W",,"37 deg 58' 27.84"" N, 122 deg 31' 20.28"" W",,,,
/Users/eddiedickey/Flickr/2017/video_23561922058.mov,,,,45.631 m,Above Sea Level,"37 deg 54' 24.48"" N, 122 deg 33' 0.36"" W, 45.631 m Above Sea Level",,,,,,,,,"37 deg 54' 24.48"" N",,"122 deg 33' 0.36"" W",,"37 deg 54' 24.48"" N, 122 deg 33' 0.36"" W",,,,
/Users/eddiedickey/Flickr/2017/video_36704556214.mov,,,,2669.845 m,Above Sea Level,"38 deg 42' 18.00"" N, 120 deg 0' 13.32"" W, 2669.845 m Above Sea Level",,,,,,,,,"38 deg 42' 18.00"" N",,"120 deg 0' 13.32"" W",,"38 deg 42' 18.00"" N, 120 deg 0' 13.32"" W",,,,
/Users/eddiedickey/Flickr/2017/26730096439_0444af79c3_o.jpg,,,2017:11:18 08:13:09,1.2 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 16:13:04.97Z,200.0506912,True North,2285.470085 m,200.0506912,True North,"37 deg 49' 37.25"" N",North,"122 deg 29' 27.18"" W",West,"37 deg 49' 37.25"" N, 122 deg 29' 27.18"" W",,0,km/h,16:13:04.97
/Users/eddiedickey/Flickr/2017/video_35230688805.mov,,,,16.113 m,Above Sea Level,"38 deg 5' 24.00"" N, 122 deg 34' 28.20"" W, 16.113 m Above Sea Level",,,,,,,,,"38 deg 5' 24.00"" N",,"122 deg 34' 28.20"" W",,"38 deg 5' 24.00"" N, 122 deg 34' 28.20"" W",,,,
/Users/eddiedickey/Flickr/2017/video_34730411655.mov,,,,,,,,,,,,,,,,,,,,,,,
/Users/eddiedickey/Flickr/2017/video_37366565176.mov,,,,52.422 m,Above Sea Level,"37 deg 54' 24.48"" N, 122 deg 33' 0.00"" W, 52.422 m Above Sea Level",,,,,,,,,"37 deg 54' 24.48"" N",,"122 deg 33' 0.00"" W",,"37 deg 54' 24.48"" N, 122 deg 33' 0.00"" W",,,,
/Users/eddiedickey/Flickr/2017/37795084034_a7bfc04598_o.jpg,,,2017:11:18 06:55:06,10.9 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 14:55:05.95Z,92.74090909,True North,5 m,92.74090909,True North,"37 deg 49' 36.90"" N",North,"122 deg 29' 28.50"" W",West,"37 deg 49' 36.90"" N, 122 deg 29' 28.50"" W",,0,km/h,14:55:05.95
/Users/eddiedickey/Flickr/2017/video_33811347943.mov,,,,49.384 m,Above Sea Level,"38 deg 26' 17.52"" N, 122 deg 42' 45.00"" W, 49.384 m Above Sea Level",,,,,,,,,"38 deg 26' 17.52"" N",,"122 deg 42' 45.00"" W",,"38 deg 26' 17.52"" N, 122 deg 42' 45.00"" W",,,,
/Users/eddiedickey/Flickr/2017/24638578298_a1985a3671_o.jpg,,,2017:11:17 18:09:40,43 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:09:38Z,135.3658537,True North,10 m,135.3658537,True North,"37 deg 49' 37.12"" N",North,"122 deg 29' 28.00"" W",West,"37 deg 49' 37.12"" N, 122 deg 29' 28.00"" W",,0,km/h,02:09:38
/Users/eddiedickey/Flickr/2017/26734848119_292a53d7dc_o.jpg,,,2017:11:18 06:55:08,10.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 14:55:07.95Z,90.47483589,True North,5 m,90.47483589,True North,"37 deg 49' 36.90"" N",North,"122 deg 29' 28.50"" W",West,"37 deg 49' 36.90"" N, 122 deg 29' 28.50"" W",,0,km/h,14:55:07.95
/Users/eddiedickey/Flickr/2017/38729737575_1b15312f50_o.jpg,,,2017:12:31 16:35:43,8 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 00:35:43Z,231.6403941,True North,5 m,231.6403941,True North,"34 deg 2' 17.08"" N",North,"118 deg 32' 29.14"" W",West,"34 deg 2' 17.08"" N, 118 deg 32' 29.14"" W",,0,km/h,00:35:43
/Users/eddiedickey/Flickr/2017/37619083535_d05c8be765_o.jpg,,,2017:11:18 10:10:50,18.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:10:49.98Z,316.1390135,True North,5 m,316.1390135,True North,"37 deg 49' 37.47"" N",North,"122 deg 29' 28.88"" W",West,"37 deg 49' 37.47"" N, 122 deg 29' 28.88"" W",,0,km/h,18:10:49.98
/Users/eddiedickey/Flickr/2017/37790405084_9c58678b82_o.jpg,,,2017:11:18 10:10:44,18.7 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 18:10:43.98Z,193.135,True North,5 m,193.135,True North,"37 deg 49' 37.47"" N",North,"122 deg 29' 28.88"" W",West,"37 deg 49' 37.47"" N, 122 deg 29' 28.88"" W",,0,km/h,18:10:43.98
/Users/eddiedickey/Flickr/2017/38510900031_7f19796a6c_o.jpg,,,2017:11:17 17:01:11,3.8 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 01:01:09.95Z,100.3477011,True North,5 m,100.3477011,True North,"37 deg 49' 36.72"" N",North,"122 deg 29' 28.14"" W",West,"37 deg 49' 36.72"" N, 122 deg 29' 28.14"" W",,0,km/h,01:01:09.95
/Users/eddiedickey/Flickr/2017/38478771842_e552fc6b9c_o.jpg,,,2017:11:18 15:55:54,13.6 m Below Sea Level,Below Sea Level,,,2017:11:18,2017:11:18 23:55:53.96Z,219.0464768,True North,10 m,219.0464768,True North,"38 deg 14' 4.73"" N",North,"122 deg 38' 22.32"" W",West,"38 deg 14' 4.73"" N, 122 deg 38' 22.32"" W",,0,km/h,23:55:53.96
/Users/eddiedickey/Flickr/2017/38534863831_e63824a467_o.jpg,,,2017:11:17 16:59:54,7.5 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 00:59:52.96Z,143.4149378,True North,10 m,143.4149378,True North,"37 deg 49' 36.53"" N",North,"122 deg 29' 27.86"" W",West,"37 deg 49' 36.53"" N, 122 deg 29' 27.86"" W",,0,km/h,00:59:52.96
/Users/eddiedickey/Flickr/2017/38478766652_e22ff71afe_o.jpg,,,2017:11:18 07:08:40,18.8 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 15:08:39Z,72.8655914,True North,30 m,72.8655914,True North,"37 deg 49' 37.86"" N",North,"122 deg 29' 28.72"" W",West,"37 deg 49' 37.86"" N, 122 deg 29' 28.72"" W",,0.9,km/h,15:08:39
/Users/eddiedickey/Flickr/2017/37619074345_2654372728_o.jpg,,,2017:11:17 18:10:57,35.9 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:10:56.99Z,125.6271777,True North,10 m,125.6271777,True North,"37 deg 49' 37.17"" N",North,"122 deg 29' 28.58"" W",West,"37 deg 49' 37.17"" N, 122 deg 29' 28.58"" W",,0,km/h,02:10:56.99
/Users/eddiedickey/Flickr/2017/video_35064133576.mov,,,,3.119 m,Above Sea Level,"37 deg 53' 42.72"" N, 122 deg 38' 21.48"" W, 3.119 m Above Sea Level",,,,,,,,,"37 deg 53' 42.72"" N",,"122 deg 38' 21.48"" W",,"37 deg 53' 42.72"" N, 122 deg 38' 21.48"" W",,,,
/Users/eddiedickey/Flickr/2017/24757800997_a49a2819fa_o.jpg,,,2017:12:31 21:32:41,129.4 m Above Sea Level,Above Sea Level,,,2018:01:01,2018:01:01 05:32:39.99Z,274.350365,True North,10 m,274.350365,True North,"34 deg 3' 9.01"" N",North,"118 deg 31' 27.20"" W",West,"34 deg 3' 9.01"" N, 118 deg 31' 27.20"" W",,0.27,km/h,05:32:39.99
/Users/eddiedickey/Flickr/2017/38454914516_b4497ec409_o.jpg,,,2017:11:17 18:09:34,32.8 m Above Sea Level,Above Sea Level,,,2017:11:18,2017:11:18 02:09:33Z,135.1835749,True North,10 m,135.1835749,True North,"37 deg 49' 37.03"" N",North,"122 deg 29' 28.28"" W",West,"37 deg 49' 37.03"" N, 122 deg 29' 28.28"" W",,0,km/h,02:09:33
